cusip,category,sector,industry,sic,sicSector,sicIndustry,famaSector,famaIndustry,error
925550ae5,No data found,,,,,,,,
925550ab1,No data found,,,,,,,,
880770ag7,No data found,,,,,,,,
402479745,,ETD,,,4911,Transportation Communications Electric Gas And Sanitary Service,Electric Services,,
958102ap0,No data found,,,,,,,,
42703mad5,No data found,,,,,,,,
410867204,,ETD,,,6331,Finance Insurance And Real Estate,Fire Marine & Casualty Insurance,,Insurance
04010lax1,No data found,,,,,,,,
42703mab9,No data found,,,,,,,,
58733rad4,No data found,,,,,,,,
43162L206,,Domestic Preferred Stock,,,,,,,
64125cad1,No data found,,,,,,,,
69354nab2,No data found,,,,,,,,
452833205,No data found,,,,,,,,
826919ab8,No data found,,,,,,,,
671044ad7,No data found,,,,,,,,
47009M400,No data found,,,,,,,,
74967xaa1,No data found,,,,,,,,
47116Q104,No data found,,,,,,,,
38148G107,,CEF,,,,,,,
33735G107,,ETF,,,,,,,
48126E750,No data found,,,,,,,,
232828909,No data found,,,,,,,,
45321L950,No data found,,,,,,,,
47023A909,No data found,,,,,,,,
47023A959,No data found,,,,,,,,
232828959,No data found,,,,,,,,
33718W103,,CEF,,,,,,,
036938510,No data found,,,,,,,,
46467R109,No data found,,,,,,,,
00191G903,No data found,,,,,,,,
33735g107,,ETF,,,,,,,
00191G953,No data found,,,,,,,,
90214J950,No data found,,,,,,,,
456696953,No data found,,,,,,,,
456696903,No data found,,,,,,,,
42225K906,No data found,,,,,,,,
42225K956,No data found,,,,,,,,
232828958,No data found,,,,,,,,
232828908,No data found,,,,,,,,
369385909,No data found,,,,,,,,
369385959,No data found,,,,,,,,
40065W957,No data found,,,,,,,,
46618D958,No data found,,,,,,,,
37941P906,No data found,,,,,,,,
40065W907,No data found,,,,,,,,
46618D908,No data found,,,,,,,,
37941P956,No data found,,,,,,,,
38148g206,,CEF,,,,,,,
46132k109,,CEF,,,,,,,
337651103,No data found,,,,,,,,
38148g107,,CEF,,,,,,,
33718w103,,CEF,,,,,,,
47023A901,No data found,,,,,,,,
389289109,No data found,,,,,,,,
26923A107,No data found,,,,,,,,
074967X10,No data found,,,,,,,,
023804L10,No data found,,,,,,,,
46131f101,,CEF,,,,,,,
90353T101,No data found,,,,,,,,
47023A951,No data found,,,,,,,,
04010laz6,No data found,,,,,,,,
23282Q605,No data found,,,,,,,,
04010lat0,No data found,,,,,,,,
38147uab3,No data found,,,,,,,,
04010lar4,No data found,,,,,,,,
90353Tl00,No data found,,,,,,,,
04010L111,No data found,,,,,,,,
194858205,No data found,,,,,,,,
04010LAJ2,No data found,,,,,,,,
19249H903,No data found,,,,,,,,
19249HAB9,No data found,,,,,,,,
04010LAW3,No data found,,,,,,,,
38147UAB3,No data found,,,,,,,,
90214JAB7,No data found,,,,,,,,
55024UAB5,No data found,,,,,,,,
81141RAB6,No data found,,,,,,,,
90214J901,No data found,,,,,,,,
19249H953,No data found,,,,,,,,
81141RAD2,No data found,,,,,,,,
90214JAC5,No data found,,,,,,,,
90214J951,No data found,,,,,,,,
G7948TAC3,No data found,,,,,,,,
47009MAG8,No data found,,,,,,,,
47009MAJ2,No data found,,,,,,,,
04010LAC7,No data found,,,,,,,,
G7948TAE9,No data found,,,,,,,,
055024U10,No data found,,,,,,,,
42327L909,No data found,,,,,,,,
SBRK01498,No data found,,,,,,,,
90214J900,No data found,,,,,,,,
42327L950,No data found,,,,,,,,
04010LAK9,No data found,,,,,,,,
019249HAB,No data found,,,,,,,,
90214JAD3,No data found,,,,,,,,
04010LAV5,No data found,,,,,,,,
04010LAY9,No data found,,,,,,,,
81141RAA8,No data found,,,,,,,,
42327L900,No data found,,,,,,,,
42327L959,No data found,,,,,,,,
55024U105,No data found,,,,,,,,
G7948T103,No data found,,,,,,,,
34959jak4,No data found,,,,,,,,
04010lbe2,No data found,,,,,,,,
617468103,,CEF,,,,,,,
55024UAF6,No data found,,,,,,,,
38147U907,No data found,,,,,,,,
04010LAB9,No data found,,,,,,,,
485835102,No data found,,,,,,,,
81141RAF7,No data found,,,,,,,,
38147U957,No data found,,,,,,,,
595112av5,No data found,,,,,,,,
595112ay9,No data found,,,,,,,,
595112aw3,No data found,,,,,,,,
67059nab4,No data found,,,,,,,,
595112aq6,No data found,,,,,,,,
87157dad1,No data found,,,,,,,,
50048B104,No data found,,,,,,,,
90138fab8,No data found,,,,,,,,
53220kaf5,No data found,,,,,,,,
53220kad0,No data found,,,,,,,,
505730101,No data found,,,,,,,,
62957hab1,No data found,,,,,,,,
74624mab8,No data found,,,,,,,,
256163ab2,No data found,,,,,,,,
74838jaa9,No data found,,,,,,,,
852234ad5,No data found,,,,,,,,
50106A402,No data found,,,,,,,,
852234ab9,No data found,,,,,,,,
893830bj7,No data found,,,,,,,,
87305rad1,No data found,,,,,,,,
87305rac3,No data found,,,,,,,,
553104100,No data found,,,,,,,,
553829201,,ETD,,,6200,Finance Insurance And Real Estate,Security & Commodity Brokers Dealers Exchanges & Services,,Trading
58502K106,No data found,,,,,,,,
87238qad5,No data found,,,,,,,,
758075ac9,No data found,,,,,,,,
55037R101,No data found,,,,,,,,
56035L302,,ETD,,,6200,Finance Insurance And Real Estate,Security & Commodity Brokers Dealers Exchanges & Services,,Trading
758075ab1,No data found,,,,,,,,
27826S103,,CEF,,,,,,,
346232ab7,No data found,,,,,,,,
45337can2,No data found,,,,,,,,
78454lam2,No data found,,,,,,,,
151290bc6,No data found,,,,,,,,
151290bt9,No data found,,,,,,,,
151290bb8,No data found,,,,,,,,
45337cam4,No data found,,,,,,,,
64110lag1,No data found,,,,,,,,
53944yaa1,No data found,,,,,,,,
58517R104,No data found,,,,,,,,
30063pac9,No data found,,,,,,,,
30063paa3,No data found,,,,,,,,
30063pab1,No data found,,,,,,,,
780287aa6,No data found,,,,,,,,
38046yab7,No data found,,,,,,,,
74348tau6,No data found,,,,,,,,
58503F304,,ETD,,,6799,Finance Insurance And Real Estate,Investors Nec,,Trading
23331abb4,No data found,,,,,,,,
92532fan0,No data found,,,,,,,,
38150at47,No data found,,,,,,,,
38150ann1,No data found,,,,,,,,
38150atg0,No data found,,,,,,,,
55292pab1,No data found,,,,,,,,
29089qab1,No data found,,,,,,,,
901109ad0,No data found,,,,,,,,
375558ap8,No data found,,,,,,,,
878155ae0,No data found,,,,,,,,
09257wac4,No data found,,,,,,,,
651639aj5,No data found,,,,,,,,
136635ae9,No data found,,,,,,,,
302301ae6,No data found,,,,,,,,
302301af3,No data found,,,,,,,,
302301ab2,No data found,,,,,,,,
171779aj0,No data found,,,,,,,,
171779ak7,No data found,,,,,,,,
171779ae1,No data found,,,,,,,,
48666kas8,No data found,,,,,,,,
29444uah9,No data found,,,,,,,,
29444uag1,No data found,,,,,,,,
29444ubc9,No data found,,,,,,,,
879369aa4,No data found,,,,,,,,
53944yab9,No data found,,,,,,,,
693320aq6,No data found,,,,,,,,
65411V107,No data found,,,,,,,,
893817aa4,No data found,,,,,,,,
539439909,No data found,,,,,,,,
529900102,,CEF,,,,,,,
57772K951,No data found,,,,,,,,
649445903,No data found,,,,,,,,
5763Q104,No data found,,,,,,,,
23331A959,No data found,,,,,,,,
617468903,No data found,,,,,,,,
048256410,No data found,,,,,,,,
057772K10,No data found,,,,,,,,
065548P40,No data found,,,,,,,,
617468953,No data found,,,,,,,,
553829902,No data found,,,,,,,,
482564951,No data found,,,,,,,,
640094907,No data found,,,,,,,,
62544S200,No data found,,,,,,,,
51828c106,,CEF,,,,,,,
47772K101,No data found,,,,,,,,
553829952,No data found,,,,,,,,
464287106,No data found,,,,,,,,
30212pbj3,No data found,,,,,,,,
2573760,No data found,,,,,,,,
99AAZTJ77,No data found,,,,,,,,
99AAZTKE4,No data found,,,,,,,,
625420401,No data found,,,,,,,,
6411Ol106,No data found,,,,,,,,
07462M102,No data found,,,,,,,,
87312E106,No data found,,,,,,,,
952234103,No data found,,,,,,,,
653905109,No data found,,,,,,,,
758075ACP,No data found,,,,,,,,
87612E111,No data found,,,,,,,,
87612E196,No data found,,,,,,,,
8712E106,No data found,,,,,,,,
87612E160,No data found,,,,,,,,
876133110,No data found,,,,,,,,
78612E106,No data found,,,,,,,,
256163ad8,No data found,,,,,,,,
036340107,No data found,,,,,,,,
09257wab6,No data found,,,,,,,,
29444u900,No data found,,,,,,,,
78454laf7,No data found,,,,,,,,
48666kau3,No data found,,,,,,,,
651639ah9,No data found,,,,,,,,
30212pbe4,No data found,,,,,,,,
09257wae0,No data found,,,,,,,,
852234AB9,No data found,,,,,,,,
651639AJ5,No data found,,,,,,,,
151290AV5,No data found,,,,,,,,
651639AH9,No data found,,,,,,,,
87238QAB9,No data found,,,,,,,,
64107N956,No data found,,,,,,,,
6499260,No data found,,,,,,,,
053943910,No data found,,,,,,,,
852234AD5,No data found,,,,,,,,
064107N20,No data found,,,,,,,,
085223410,No data found,,,,,,,,
81369Y606,No data found,,,,,,,,
539439AG4,No data found,,,,,,,,
539439959,No data found,,,,,,,,
64107N906,No data found,,,,,,,,
638901108,No data found,,,,,,,,
GB0870612,No data found,,,,,,,,
87612E103,No data found,,,,,,,,
852234AG8,No data found,,,,,,,,
00B03MVJ8,No data found,,,,,,,,
464287062,No data found,,,,,,,,
011659312,No data found,,,,,,,,
649926003,No data found,,,,,,,,
011659313,No data found,,,,,,,,
2ZU993IR6,No data found,,,,,,,,
85K9958A0,No data found,,,,,,,,
82B9984T4,No data found,,,,,,,,
00BK6YZP5,No data found,,,,,,,,
74348YDP3,No data found,,,,,,,,
2ZU993178,No data found,,,,,,,,
2ZU993152,No data found,,,,,,,,
67061Q107,,CEF,,,,,,,
99AAZK8Z2,No data found,,,,,,,,
517834ag2,No data found,,,,,,,,
427096af9,No data found,,,,,,,,
902104ab4,No data found,,,,,,,,
667056105,No data found,,,,,,,,
682143ae2,No data found,,,,,,,,
72200W106,,CEF,,,,,,,
11135fay7,No data found,,,,,,,,
750917ag1,No data found,,,,,,,,
62952qab6,No data found,,,,,,,,
717046106,No data found,,,,,,,,
00287yat6,No data found,,,,,,,,
670002ab0,No data found,,,,,,,,
444859bw1,No data found,,,,,,,,
67062E103,,CEF,,,,,,,
67062N103,,CEF,,,,,,,
59156r116,No data found,,,,,,,,
620076ah2,No data found,,,,,,,,
67074R100,,CEF,,,,,,,
38141gmg6,No data found,,,,,,,,
38147qmf0,No data found,,,,,,,,
38150apr0,No data found,,,,,,,,
38150anp6,No data found,,,,,,,,
91307caf9,No data found,,,,,,,,
127387aj7,No data found,,,,,,,,
09259E908,No data found,,,,,,,,
35473p207,,ETF,,,,,,,
35473p504,,ETF,,,,,,,
38147qlx2,No data found,,,,,,,,
678123100,No data found,,,,,,,,
35473p801,,ETF,,,,,,,
68616T109,No data found,,,,,,,,
35473p736,,ETF,,,,,,,
35473p710,,ETF,,,,,,,
35473p843,,ETF,,,,,,,
292554ah5,No data found,,,,,,,,
69367J100,No data found,,,,,,,,
292554ad4,No data found,,,,,,,,
40416eab9,No data found,,,,,,,,
89417E113,No data found,,,,,,,,
902104958,No data found,,,,,,,,
38144L852,,ETN,,,,,,,
012653ad3,No data found,,,,,,,,
292554ak8,No data found,,,,,,,,
723456909,No data found,,,,,,,,
45782bad6,No data found,,,,,,,,
723456959,No data found,,,,,,,,
N6596XAA7,No data found,,,,,,,,
69208T101,No data found,,,,,,,,
816851bq1,No data found,,,,,,,,
09259E958,No data found,,,,,,,,
712308204,No data found,,,,,,,,
35473p108,,ETF,,,,,,,
72200w106,,CEF,,,,,,,
714273109,No data found,,,,,,,,
98138J906,No data found,,,,,,,,
662546308,No data found,,,,,,,,
35473p827,,ETF,,,,,,,
693366905,No data found,,,,,,,,
717071954,No data found,,,,,,,,
693366955,No data found,,,,,,,,
69323K950,No data found,,,,,,,,
24835950,No data found,,,,,,,,
67061q107,,CEF,,,,,,,
67010F952,No data found,,,,,,,,
67010F902,No data found,,,,,,,,
436255AC7,No data found,,,,,,,,
717071904,No data found,,,,,,,,
69323K900,No data found,,,,,,,,
97062N103,No data found,,,,,,,,
67058L102,No data found,,,,,,,,
35473P645,,ETF,,,,,,,
66980B100,No data found,,,,,,,,
35473P702,,ETF,,,,,,,
35473P868,,ETF,,,,,,,
35473P827,,ETF,,,,,,,
35473P777,,ETF,,,,,,,
35473P793,,ETF,,,,,,,
35473p744,,ETF,,,,,,,
70438T101,No data found,,,,,,,,
35473P751,,ETF,,,,,,,
8X94EX113,No data found,,,,,,,,
29250N667,No data found,,,,,,,,
29250N717,No data found,,,,,,,,
29250N824,No data found,,,,,,,,
00287Y110,No data found,,,,,,,,
65339F309,No data found,,,,,,,,
42222N104,No data found,,,,,,,,
35473P835,,ETF,,,,,,,
29250N790,No data found,,,,,,,,
35473P587,,ETF,,,,,,,
35473P785,,ETF,,,,,,,
35473P728,,ETF,,,,,,,
35473P561,,ETF,,,,,,,
35473P769,,ETF,,,,,,,
35473P470,,ETF,,,,,,,
35473P819,,ETF,,,,,,,
35473P850,,ETF,,,,,,,
35473P660,,ETF,,,,,,,
35473P504,,ETF,,,,,,,
894176109,No data found,,,,,,,,
89417E117,No data found,,,,,,,,
040416107,No data found,,,,,,,,
11135Fl01,No data found,,,,,,,,
199879723,No data found,,,,,,,,
092302107,No data found,,,,,,,,
35473p835,,ETF,,,,,,,
35473p694,,ETF,,,,,,,
35473p819,,ETF,,,,,,,
20030N901,No data found,,,,,,,,
40416eaf0,No data found,,,,,,,,
35473P413,,ETF,,,,,,,
35473P462,,ETF,,,,,,,
427096AF9,No data found,,,,,,,,
750917AC0,No data found,,,,,,,,
00287Yl09,No data found,,,,,,,,
902104908,No data found,,,,,,,,
35473P421,,ETF,,,,,,,
Y7545W959,No data found,,,,,,,,
750917AG1,No data found,,,,,,,,
62952QAB6,No data found,,,,,,,,
020030N10,No data found,,,,,,,,
090210410,No data found,,,,,,,,
91307CAE2,No data found,,,,,,,,
091307C10,No data found,,,,,,,,
098850P10,No data found,,,,,,,,
SB505PN71,No data found,,,,,,,,
G96629150,No data found,,,,,,,,
03835T900,No data found,,,,,,,,
03835T950,No data found,,,,,,,,
35473P955,No data found,,,,,,,,
35473P905,No data found,,,,,,,,
075091710,No data found,,,,,,,,
894E113,No data found,,,,,,,,
464286978,No data found,,,,,,,,
702925959,No data found,,,,,,,,
89417E107,No data found,,,,,,,,
427096AH5,No data found,,,,,,,,
2430412,No data found,,,,,,,,
20330N101,No data found,,,,,,,,
N6596X108,No data found,,,,,,,,
744375304,No data found,,,,,,,,
91307CAF9,No data found,,,,,,,,
69366jab7,No data found,,,,,,,,
74061A108,No data found,,,,,,,,
72811P102,No data found,,,,,,,,
20030N951,No data found,,,,,,,,
35473P904,No data found,,,,,,,,
35473P954,No data found,,,,,,,,
74273V106,No data found,,,,,,,,
35473P389,,ETF,,,,,,,
35473P439,,ETF,,,,,,,
91307C902,No data found,,,,,,,,
35473P447,,ETF,,,,,,,
750917906,No data found,,,,,,,,
48242wab2,No data found,,,,,,,,
61174X959,No data found,,,,,,,,
35473P371,,ETF,,,,,,,
651718ae8,No data found,,,,,,,,
744320409,,ETD,,,6311,Finance Insurance And Real Estate,Life Insurance,,Insurance
00182caa1,No data found,,,,,,,,
74928M204,No data found,,,,,,,,
74913G402,,ETD,,,4813,Transportation Communications Electric Gas And Sanitary Service,Telephone Communications (No Radiotelephone),,
45773hab8,No data found,,,,,,,,
754730208,,ETD,,,6211,Finance Insurance And Real Estate,Security Brokers Dealers & Flotation Companies,,Trading
651718ac2,No data found,,,,,,,,
75604A109,No data found,,,,,,,,
447462ab8,No data found,,,,,,,,
909214bs6,No data found,,,,,,,,
92343ead4,No data found,,,,,,,,
78027P109,No data found,,,,,,,,
74965G102,No data found,,,,,,,,
053807as2,No data found,,,,,,,,
92343eah5,No data found,,,,,,,,
695127ab6,No data found,,,,,,,,
018581ad0,No data found,,,,,,,,
053774ab1,No data found,,,,,,,,
81572A105,No data found,,,,,,,,
86270C105,No data found,,,,,,,,
103304bk6,No data found,,,,,,,,
882228307,,ETD,,,6022,Finance Insurance And Real Estate,State Commercial Banks,,Banking
898529102,No data found,,,,,,,,
90333L128,No data found,,,,,,,,
84857J106,No data found,,,,,,,,
208242ab3,No data found,,,,,,,,
72919PAD5,No data found,,,,,,,,
90333L110,No data found,,,,,,,,
76132B956,No data found,,,,,,,,
800013904,No data found,,,,,,,,
888706908,No data found,,,,,,,,
888706958,No data found,,,,,,,,
81618T950,No data found,,,,,,,,
76132B906,No data found,,,,,,,,
888706AF5,No data found,,,,,,,,
800013954,No data found,,,,,,,,
85590A901,No data found,,,,,,,,
78460T105,No data found,,,,,,,,
882904105,,CEF,,,,,,,
21870UAC0,No data found,,,,,,,,
072941W10,No data found,,,,,,,,
076132B10,No data found,,,,,,,,
080001310,No data found,,,,,,,,
090983910,No data found,,,,,,,,
081618T10,No data found,,,,,,,,
81618T900,No data found,,,,,,,,
72941W950,No data found,,,,,,,,
83084G959,No data found,,,,,,,,
83084G909,No data found,,,,,,,,
92343E106,No data found,,,,,,,,
75525F904,No data found,,,,,,,,
75525F954,No data found,,,,,,,,
JKE174100,No data found,,,,,,,,
JKE17410,No data found,,,,,,,,
053807ar4,No data found,,,,,,,,
053015104,No data found,,,,,,,,
888706af5,No data found,,,,,,,,
911684504,,ETD,,,4812,Transportation Communications Electric Gas And Sanitary Service,Radiotelephone Communications,,Communication
080013104,No data found,,,,,,,,
74837Q106,No data found,,,,,,,,
903410207,No data found,,,,,,,,
012008R10,No data found,,,,,,,,
208242108,No data found,,,,,,,,
12008R17,No data found,,,,,,,,
908911100,No data found,,,,,,,,
92343V105,No data found,,,,,,,,
03073R108,No data found,,,,,,,,
82343E102,No data found,,,,,,,,
92334E102,No data found,,,,,,,,
92343E104,No data found,,,,,,,,
30373E105,No data found,,,,,,,,
03070E105,No data found,,,,,,,,
02342tad1,No data found,,,,,,,,
003073108,No data found,,,,,,,,
03823uab8,No data found,,,,,,,,
92343eaf9,No data found,,,,,,,,
21870UAA4,No data found,,,,,,,,
695127AB6,No data found,,,,,,,,
04744L906,No data found,,,,,,,,
48251kab6,No data found,,,,,,,,
208242907,No data found,,,,,,,,
018581908,No data found,,,,,,,,
651718AE8,No data found,,,,,,,,
208242957,No data found,,,,,,,,
03073E905,No data found,,,,,,,,
04744L956,No data found,,,,,,,,
21870U952,No data found,,,,,,,,
21870U902,No data found,,,,,,,,
00307E105,No data found,,,,,,,,
018581AD0,No data found,,,,,,,,
B4VGVM3,No data found,,,,,,,,
007317Q10,No data found,,,,,,,,
065171850,No data found,,,,,,,,
004744L10,No data found,,,,,,,,
695127AA8,No data found,,,,,,,,
18581908,No data found,,,,,,,,
03703E105,No data found,,,,,,,,
03073D105,No data found,,,,,,,,
18581958,No data found,,,,,,,,
MARCH7108,No data found,,,,,,,,
307E108,No data found,,,,,,,,
03073E104,No data found,,,,,,,,
307300000,No data found,,,,,,,,
03073E106,No data found,,,,,,,,
U9604NAE7,No data found,,,,,,,,
00003073E,No data found,,,,,,,,
003073E10,No data found,,,,,,,,
00307E110,No data found,,,,,,,,
3073E1050,No data found,,,,,,,,
09258E109,,CEF,,,,,,,
95766P108,,CEF,,,,,,,
07317Q905,No data found,,,,,,,,
07317Q956,No data found,,,,,,,,
90944R100,No data found,,,,,,,,
09257D102,,CEF,,,,,,,
695127950,No data found,,,,,,,,
651718954,No data found,,,,,,,,
G05011120,No data found,,,,,,,,
18047P101,No data found,,,,,,,,
003244100,,CEF,,,,,,,
98977X100,No data found,,,,,,,,
02361D852,No data found,,,,,,,,
02640K107,No data found,,,,,,,,
30161qac8,No data found,,,,,,,,
05990K304,,ETD,,,6021,Finance Insurance And Real Estate,National Commercial Banks,,Banking
064525108,No data found,,,,,,,,
067680207,No data found,,,,,,,,
09254M105,,CEF,,,,,,,
097751101,No data found,,,,,,,,
135442101,No data found,,,,,,,,
23340X108,No data found,,,,,,,,
25158Y102,,CEF,,,,,,,
25400A100,No data found,,,,,,,,
25754X102,No data found,,,,,,,,
31423M105,,CEF,,,,,,,
33733E609,,ETF,,,,,,,
00826TAH1,No data found,,,,,,,,
00826T908,No data found,,,,,,,,
00826T958,No data found,,,,,,,,
08171T902,No data found,,,,,,,,
398905ae9,No data found,,,,,,,,
043632AA6,No data found,,,,,,,,
26833A905,No data found,,,,,,,,
26833A955,No data found,,,,,,,,
30066A905,No data found,,,,,,,,
98884U958,No data found,,,,,,,,
98884U908,No data found,,,,,,,,
12642X956,No data found,,,,,,,,
05275N955,No data found,,,,,,,,
12642X906,No data found,,,,,,,,
29428P907,No data found,,,,,,,,
29428P957,No data found,,,,,,,,
30066A955,No data found,,,,,,,,
05337G957,No data found,,,,,,,,
05337G907,No data found,,,,,,,,
05275N905,No data found,,,,,,,,
004363210,No data found,,,,,,,,
008171T10,No data found,,,,,,,,
018687310,No data found,,,,,,,,
030255G10,No data found,,,,,,,,
G8827U900,No data found,,,,,,,,
925602903,No data found,,,,,,,,
G8827U950,No data found,,,,,,,,
925602953,No data found,,,,,,,,
038505950,No data found,,,,,,,,
30255G903,No data found,,,,,,,,
02504D958,No data found,,,,,,,,
043632908,No data found,,,,,,,,
98872B904,No data found,,,,,,,,
08171T952,No data found,,,,,,,,
12811R904,No data found,,,,,,,,
98872B954,No data found,,,,,,,,
12811R954,No data found,,,,,,,,
09202G901,No data found,,,,,,,,
02504D908,No data found,,,,,,,,
043632958,No data found,,,,,,,,
16890T905,No data found,,,,,,,,
09202G951,No data found,,,,,,,,
09254m105,,CEF,,,,,,,
09257d102,,CEF,,,,,,,
31423m105,,CEF,,,,,,,
038505900,No data found,,,,,,,,
43632908,No data found,,,,,,,,
43632958,No data found,,,,,,,,
16890T955,No data found,,,,,,,,
00826tah1,No data found,,,,,,,,
09258e109,,CEF,,,,,,,
B1BYGH6,No data found,,,,,,,,
01883j108,,CEF,,,,,,,
043632aa6,No data found,,,,,,,,
G05011112,No data found,,,,,,,,
0709954,No data found,,,,,,,,
097751BX8,No data found,,,,,,,,
34959F106,No data found,,,,,,,,
097751BT7,No data found,,,,,,,,
070995006,No data found,,,,,,,,
097751BV2,No data found,,,,,,,,
74435K904,No data found,,,,,,,,
448579ah5,No data found,,,,,,,,
015857905,No data found,,,,,,,,
369622428,No data found,,,,,,,,
403530108,No data found,,,,,,,,
42969X306,No data found,,,,,,,,
46625hjy7,No data found,,,,,,,,
46131T101,,CEF,,,,,,,
427096870,,ETD,,,6799,Finance Insurance And Real Estate,Investors Nec,,Trading
427096862,,ETD,,,6799,Finance Insurance And Real Estate,Investors Nec,,Trading
097751BZ3,No data found,,,,,,,,
097751CA7,No data found,,,,,,,,
097751CB5,No data found,,,,,,,,
097751CC3,No data found,,,,,,,,
097751CD1,No data found,,,,,,,,
471095208,No data found,,,,,,,,
50048Y104,No data found,,,,,,,,
496902an7,No data found,,,,,,,,
56029Q200,No data found,,,,,,,,
56164U107,No data found,,,,,,,,
606769305,No data found,,,,,,,,
759937903,No data found,,,,,,,,
67060P100,,CEF,,,,,,,
49926dab5,No data found,,,,,,,,
714270105,No data found,,,,,,,,
46436f103,,ETF,,,6221,Finance Insurance And Real Estate,Commodity Contracts Brokers & Dealers,,
524660az0,No data found,,,,,,,,
740434881,,ETD,,,6189,Finance Insurance And Real Estate,Asset-Backed Securities,,
78442P403,,ETD,,,6211,Finance Insurance And Real Estate,Security Brokers Dealers & Flotation Companies,,Trading
82809P105,No data found,,,,,,,,
81732W104,No data found,,,,,,,,
847577103,No data found,,,,,,,,
576323al3,No data found,,,,,,,,
36191JAC5,No data found,,,,,,,,
36191JAB7,No data found,,,,,,,,
576314908,No data found,,,,,,,,
67551U955,No data found,,,,,,,,
36191J951,No data found,,,,,,,,
739371201,,ETF,,,,,,,
36191J901,No data found,,,,,,,,
762819900,No data found,,,,,,,,
762819950,No data found,,,,,,,,
576314958,No data found,,,,,,,,
470355907,No data found,,,,,,,,
470355957,No data found,,,,,,,,
67551U905,No data found,,,,,,,,
050047P10,No data found,,,,,,,,
759937904,No data found,,,,,,,,
759937954,No data found,,,,,,,,
49741E900,No data found,,,,,,,,
689890101,No data found,,,,,,,,
38000Q902,No data found,,,,,,,,
38000Q952,No data found,,,,,,,,
369822901,No data found,,,,,,,,
532403951,No data found,,,,,,,,
369822951,No data found,,,,,,,,
50047P904,No data found,,,,,,,,
532403901,No data found,,,,,,,,
67552A958,No data found,,,,,,,,
50047P954,No data found,,,,,,,,
46131t101,,CEF,,,,,,,
67060p100,,CEF,,,,,,,
49741E950,No data found,,,,,,,,
72201c109,,CEF,,,,,,,
72201a103,,CEF,,,,,,,
78444J108,No data found,,,,,,,,
45567S108,No data found,,,,,,,,
496902aq0,No data found,,,,,,,,
759937953,No data found,,,,,,,,
723763108,,CEF,,,,,,,
67221A108,No data found,,,,,,,,
46625H761,,ETN,,,,,,,
46634X864,,ETN,,,,,,,
46634X823,,ETN,,,,,,,
67074P104,,CEF,,,6221,Finance Insurance And Real Estate,Commodity Contracts Brokers & Dealers,,
500767952,No data found,,,,,,,,
82809p915,No data found,,,,,,,,
448740126,No data found,,,,,,,,
369822408,No data found,,,,,,,,
369822135,No data found,,,,,,,,
500767512,,ETF,,,,,,,
500767280,,ETF,,,,,,,
500767902,No data found,,,,,,,,
500767439,,ETF,,,,,,,
035243104,No data found,,,,,,,,
500767751,,ETF,,,,,,,
87244R103,,CEF,,,,,,,
855563102,No data found,,,,,,,,
88430R105,No data found,,,,,,,,
87306N107,No data found,,,,,,,,
89147X104,,CEF,,,,,,,
89156L108,No data found,,,,,,,,
895848406,,ETD,,,6199,Finance Insurance And Real Estate,Finance Services,,Banking
500767389,,ETF,,,,,,,
960224103,No data found,,,,,,,,
00305P106,,CEF,,,,,,,
01881E101,,CEF,,,,,,,
03959D205,No data found,,,,,,,,
054599105,No data found,,,,,,,,
26432K108,,CEF,,,,,,,
168909109,No data found,,,,,,,,
16948H103,No data found,,,,,,,,
59001aar3,No data found,,,,,,,,
19041N100,No data found,,,,,,,,
25490E202,No data found,,,,,,,,
25985P100,No data found,,,,,,,,
30231D109,No data found,,,,,,,,
33737J166,,ETF,,,,,,,
26884U406,No data found,,,,,,,,
269809109,,ETD,,,,,,,
59001aay8,No data found,,,,,,,,
299765107,No data found,,,,,,,,
500767901,No data found,,,,,,,,
872434105,No data found,,,,,,,,
56035laj3,No data found,,,,,,,,
23282C401,No data found,,,,,,,,
500767355,,ETF,,,,,,,
59001aba9,No data found,,,,,,,,
72200M108,,CEF,,,,,,,
500767421,,ETF,,,,,,,
500767397,,ETF,,,,,,,
40522E104,No data found,,,,,,,,
45173B101,No data found,,,,,,,,
500767330,,ETF,,,,,,,
381452101,No data found,,,,,,,,
G0177J908,No data found,,,,,,,,
G0177J958,No data found,,,,,,,,
33737J208,,ETF,,,,,,,
21240D907,No data found,,,,,,,,
21240D957,No data found,,,,,,,,
391164900,No data found,,,,,,,,
904034955,No data found,,,,,,,,
904034905,No data found,,,,,,,,
87582Y908,No data found,,,,,,,,
EP0481507,No data found,,,,,,,,
87582Y958,No data found,,,,,,,,
28201L101,No data found,,,,,,,,
27829M103,,CEF,,,,,,,
00BY9D6T8,No data found,,,,,,,,
039116410,No data found,,,,,,,,
0M6787E10,No data found,,,,,,,,
021240D10,No data found,,,,,,,,
090403410,No data found,,,,,,,,
G0177J905,No data found,,,,,,,,
G0177J955,No data found,,,,,,,,
00BY9D956,No data found,,,,,,,,
GO117J108,No data found,,,,,,,,
SBY9D5468,No data found,,,,,,,,
125491950,No data found,,,,,,,,
125491900,No data found,,,,,,,,
871561906,No data found,,,,,,,,
871561956,No data found,,,,,,,,
41135V901,No data found,,,,,,,,
M6787E901,No data found,,,,,,,,
M6787E951,No data found,,,,,,,,
41135V951,No data found,,,,,,,,
03765N908,No data found,,,,,,,,
23332B906,No data found,,,,,,,,
