cusip,category,sector,industry,sic,sicSector,sicIndustry,famaSector,famaIndustry,error
55298103,,Domestic Common Stock,Financial Services,6035,Banks - Regional,Finance Insurance And Real Estate,Savings Institution Federally Chartered,,Banking
15271703,,Domestic Preferred Stock,Real Estate,6798,REIT - Office,Finance Insurance And Real Estate,Real Estate Investment Trusts,,Trading
865580104,,Domestic Common Stock,Energy,1311,Oil & Gas E&P,Mining,Crude Petroleum & Natural Gas,,Petroleum and Natural Gas
02824100,,Domestic Common Stock,Healthcare,2834,Medical Devices,Manufacturing,Pharmaceutical Preparations,,Pharmaceutical Products
493263107,,Domestic Common Stock Primary Class,Financial Services,6021,Banks - Regional,Finance Insurance And Real Estate,National Commercial Banks,,Banking
899104,,Domestic Common Stock,Healthcare,2836,Biotechnology,Manufacturing,Biological Products (No Disgnostic Substances),,Pharmaceutical Products
8033G407,,Domestic Common Stock,Healthcare,8062,Medical Care Facilities,Services,Services-General Medical & Surgical Hospitals Nec,,Healthcare
883593105,,Domestic Common Stock,Industrials,3560,Specialty Industrial Machinery,Manufacturing,General Industrial Machinery & Equipment,,Machinery
0206R102,,Domestic Common Stock Primary Class,Communication Services,4813,Telecom Services,Transportation Communications Electric Gas And Sanitary Service,Telephone Communications (No Radiotelephone),,Communication
66988N205,,Domestic Common Stock,Healthcare,2834,Biotechnology,Manufacturing,Pharmaceutical Preparations,,Pharmaceutical Products
82053307,,Domestic Common Stock Primary Class,Healthcare,2834,Biotechnology,Manufacturing,Pharmaceutical Preparations,,Pharmaceutical Products
0971M106,,ADR Common Stock,Healthcare,2833,Drug Manufacturers - Specialty & Generic,Manufacturing,Medicinal Chemicals & Botanical Products,,Pharmaceutical Products
60255W10,,Domestic Common Stock,Technology,7374,Software - Application,Services,Services-Computer Processing & Data Preparation,,Business Services
232828707,,Domestic Common Stock,Healthcare,2836,Biotechnology,Manufacturing,Biological Products (No Disgnostic Substances),,Pharmaceutical Products
125761304,,Domestic Common Stock,Industrials,3531,Farm & Heavy Construction Machinery,Manufacturing,Construction Machinery & Equip,,Machinery
896287109,,Domestic Common Stock,Real Estate,6798,REIT - Mortgage,Finance Insurance And Real Estate,Real Estate Investment Trusts,,Trading
395370109,,Domestic Common Stock,Industrials,5090,Waste Management,Wholesale Trade,Wholesale-Misc Durable Goods,,
G59290109,,ADR Common Stock,Real Estate,6531,Real Estate Services,Finance Insurance And Real Estate,Real Estate Agents & Managers (For Others),,Real Estate
04225108,,Domestic Common Stock,Healthcare,2834,Biotechnology,Manufacturing,Pharmaceutical Preparations,,Pharmaceutical Products
704508100,,Domestic Common Stock,Technology,7389,Software - Application,Services,Services-Business Services Nec,,Business Services
741503106,,Domestic Common Stock,Industrials,4700,Travel Services,Transportation Communications Electric Gas And Sanitary Service,Transportation Services,,Transportation
00971M304,,ADR Common Stock,Healthcare,2833,Drug Manufacturers - Specialty & Generic,Manufacturing,Medicinal Chemicals & Botanical Products,,Pharmaceutical Products
4388N106,,Domestic Common Stock,Consumer Defensive,3634,Household & Personal Products,Manufacturing,Electric Housewares & Fans,,Consumer Goods
53745100,,Domestic Common Stock Primary Class,Basic Materials,2860,Specialty Chemicals,Manufacturing,Industrial Organic Chemicals,,Chemicals
929798106,,Domestic Common Stock,Industrials,6798,Security & Protection Services,Finance Insurance And Real Estate,Real Estate Investment Trusts,,Trading
902104306,,Domestic Preferred Stock,Technology,3827,Scientific & Technical Instruments,Manufacturing,Optical Instruments & Lenses,,Measuring and Control Equipment
91818X108,,ADR Common Stock,Consumer Cyclical,7389,Auto & Truck Dealerships,Services,Services-Business Services Nec,,Business Services
9786A106,,Domestic Common Stock,Consumer Cyclical,7389,Internet Retail,Services,Services-Business Services Nec,,Business Services
008183204,,Domestic Common Stock Primary Class,Technology,3714,Software - Infrastructure,Manufacturing,Motor Vehicle Parts & Accessories,,Automobiles and Trucks
G18932114,,ADR Common Stock Warrant,Basic Materials,3690,Building Materials,Manufacturing,Miscellaneous Electrical Machinery Equipment & Supplies,,Electrical Equipment
84612H106,,Domestic Common Stock,Consumer Defensive,2000,Packaged Foods,Manufacturing,Food And Kindred Products,,Food Products
50736W204,,ADR Common Stock,Consumer Defensive,8200,Education & Training Services,Services,Services-Educational Services,,Personal Services
98423B116,,Domestic Common Stock Warrant,Consumer Cyclical,3714,Auto Parts,Manufacturing,Motor Vehicle Parts & Accessories,,Automobiles and Trucks
398182303,,Domestic Common Stock,Real Estate,6798,REIT - Healthcare Facilities,Finance Insurance And Real Estate,Real Estate Investment Trusts,,Trading
92873V102,,Domestic Common Stock Primary Class,Consumer Cyclical,3790,Specialty Retail,Manufacturing,Miscellaneous Transportation Equipment,,Automobiles and Trucks
50535E108,,Domestic Common Stock Primary Class,Healthcare,3841,Medical Devices,Manufacturing,Surgical & Medical Instruments & Apparatus,,Medical Equipment
696389204,,Domestic Common Stock,Healthcare,2836,Biotechnology,Manufacturing,Biological Products (No Disgnostic Substances),,Pharmaceutical Products
344820105,,Domestic Common Stock,Consumer Defensive,5411,Grocery Stores,Retail Trade,Retail-Grocery Stores,,Retail
00507V109,,Domestic Common Stock,Communication Services,7372,Electronic Gaming & Multimedia,Services,Services-Prepackaged Software,,Business Services
Y1771G110,,ADR Preferred Stock,Industrials,4412,Marine Shipping,Transportation Communications Electric Gas And Sanitary Service,Deep Sea Foreign Transportation Of Freight,,Transportation
G14838109,,Domestic Common Stock,Technology,7372,Software - Infrastructure,Services,Services-Prepackaged Software,,Business Services
14050110,,Domestic Common Stock Primary Class,Financial Services,6153,Asset Management,Finance Insurance And Real Estate,Short-Term Business Credit Institutions,,Banking
G6202B119,,ADR Common Stock Warrant,Communication Services,7389,Internet Content & Information,Services,Services-Business Services Nec,,Business Services
M51363113,,Domestic Common Stock,Technology,3674,Semiconductors,Manufacturing,Semiconductors & Related Devices,,Electronic Equipment
001547108,,Domestic Common Stock,Basic Materials,3312,Steel,Manufacturing,Steel Works Blast Furnaces & Rolling Mills (Coke Ovens),,Steel Works Etc
002535300,,Domestic Common Stock Primary Class,Industrials,7359,Rental & Leasing Services,Services,Services-Equipment Rental & Leasing Nec,,Business Services
00508X203,,Domestic Common Stock,Industrials,3590,Specialty Industrial Machinery,Manufacturing,Misc Industrial & Commercial Machinery & Equipment,,Machinery
Y62159101,,ADR Common Stock,Energy,4412,Oil & Gas Midstream,Transportation Communications Electric Gas And Sanitary Service,Deep Sea Foreign Transportation Of Freight,,Transportation
002255107,,ADR Common Stock,Technology,3674,Electronic Components,Manufacturing,Semiconductors & Related Devices,,Electronic Equipment
005094107,,Domestic Common Stock,Industrials,8742,Consulting Services,Services,Services-Management Consulting Services,,Business Services
00739L101,,Domestic Common Stock,Healthcare,2834,Biotechnology,Manufacturing,Pharmaceutical Preparations,,Pharmaceutical Products
G7234P100,,Domestic Common Stock,Healthcare,3841,Medical Instruments & Supplies,Manufacturing,Surgical & Medical Instruments & Apparatus,,Medical Equipment
Y26889108,,Domestic Common Stock,Industrials,4412,Shipping & Ports,Transportation Communications Electric Gas And Sanitary Service,Deep Sea Foreign Transportation Of Freight,,Transportation
L5140P119,,Domestic Preferred Stock,Communication Services,4899,Telecom Services,Transportation Communications Electric Gas And Sanitary Service,Communications Services Nec,,Communication
M2239P109,,Domestic Common Stock,Healthcare,2834,Biotechnology,Manufacturing,Pharmaceutical Preparations,,Pharmaceutical Products
00187E203,,Domestic Common Stock,Technology,3674,Semiconductors,Manufacturing,Semiconductors & Related Devices,,Electronic Equipment
00439T206,,Domestic Common Stock,Consumer Cyclical,3714,Auto Parts,Manufacturing,Motor Vehicle Parts & Accessories,,Automobiles and Trucks
M4146Y108,,ADR Common Stock,Technology,3576,Communication Equipment,Manufacturing,Computer Communications Equipment,,Computers
M15332121,,ADR Common Stock,Technology,7372,Software - Application,Services,Services-Prepackaged Software,,Business Services
U72603118,,Domestic Common Stock,Technology,7389,Software - Application,Services,Services-Business Services Nec,,Business Services
Y8213L102,,Domestic Common Stock,Technology,3674,Semiconductors,Manufacturing,Semiconductors & Related Devices,,Electronic Equipment
Y75638109,,ADR Common Stock Primary Class,Financial Services,4412,Asset Management,Transportation Communications Electric Gas And Sanitary Service,Deep Sea Foreign Transportation Of Freight,,Transportation
M87245102,,ADR Common Stock,Healthcare,3845,Medical Devices,Manufacturing,Electromedical & Electrotherapeutic Apparatus,,Medical Equipment
G80751129,,ADR Common Stock,Technology,3663,Software - Application,Manufacturing,Radio & Tv Broadcasting & Communications Equipment,,Electronic Equipment
M82183126,,ADR Common Stock,Healthcare,2834,Biotechnology,Manufacturing,Pharmaceutical Preparations,,Pharmaceutical Products
00213H105,,Domestic Common Stock,Industrials,3490,Metal Fabrication,Manufacturing,Miscellaneous Fabricated Metal Products,,Construction Materials
Y2685T115,,Domestic Common Stock,Industrials,4412,Marine Shipping,Transportation Communications Electric Gas And Sanitary Service,Deep Sea Foreign Transportation Of Freight,,Transportation
Y46002104,,ADR Common Stock,Consumer Cyclical,5130,Apparel Manufacturing,Wholesale Trade,Wholesale-Apparel Piece Goods & Notions,,Wholesale
00438V103,,Domestic Common Stock,Healthcare,8741,Health Information Services,Services,Services-Management Services,,Business Services
004337101,,Domestic Common Stock,Financial Services,6035,Banks - Regional,Finance Insurance And Real Estate,Savings Institution Federally Chartered,,Banking
G97223104,,ADR Common Stock,Financial Services,6199,Asset Management,Finance Insurance And Real Estate,Finance Services,,Banking
004854204,,ADR Common Stock,Consumer Cyclical,5900,Specialty Retail,Retail Trade,Retail-Miscellaneous Retail,,Retail
Q73622104,,ADR Common Stock,Healthcare,2834,Biotechnology,Manufacturing,Pharmaceutical Preparations,,Pharmaceutical Products
Y2109Q127,,ADR Common Stock,Industrials,4412,Shipping & Ports,Transportation Communications Electric Gas And Sanitary Service,Deep Sea Foreign Transportation Of Freight,,Transportation
G68603508,,Domestic Preferred Stock,Financial Services,6321,Insurance - Life,Finance Insurance And Real Estate,Accident & Health Insurance,,Insurance
M15629104,,ADR Common Stock,Communication Services,4899,Telecom Services,Transportation Communications Electric Gas And Sanitary Service,Communications Services Nec,,Communication
Y8565J127,,ADR Preferred Stock,Energy,4400,Oil & Gas Midstream,Transportation Communications Electric Gas And Sanitary Service,Water Transportation,,Transportation
00508x203,,Domestic Common Stock,Industrials,3590,Specialty Industrial Machinery,Manufacturing,Misc Industrial & Commercial Machinery & Equipment,,Machinery
00507v109,,Domestic Common Stock,Communication Services,7372,Electronic Gaming & Multimedia,Services,Services-Prepackaged Software,,Business Services
000380105,,ADR Common Stock,Healthcare,2836,Biotechnology,Manufacturing,Biological Products (No Disgnostic Substances),,Pharmaceutical Products
2535300,,Domestic Common Stock Primary Class,Industrials,7359,Rental & Leasing Services,Services,Services-Equipment Rental & Leasing Nec,,Business Services
00433710,,Domestic Common Stock,Financial Services,6035,Banks - Regional,Finance Insurance And Real Estate,Savings Institution Federally Chartered,,Banking
Y2109Q10,,ADR Common Stock,Industrials,4412,Shipping & Ports,Transportation Communications Electric Gas And Sanitary Service,Deep Sea Foreign Transportation Of Freight,,Transportation
M8724510,,ADR Common Stock,Healthcare,3845,Medical Devices,Manufacturing,Electromedical & Electrotherapeutic Apparatus,,Medical Equipment
M7525310,,ADR Common Stock,Technology,3823,Scientific & Technical Instruments,Manufacturing,Industrial Instruments For Measurement Display And Control,,Measuring and Control Equipment
g14838109,,Domestic Common Stock,Technology,7372,Software - Infrastructure,Services,Services-Prepackaged Software,,Business Services
Y6215910,,ADR Common Stock,Energy,4412,Oil & Gas Midstream,Transportation Communications Electric Gas And Sanitary Service,Deep Sea Foreign Transportation Of Freight,,Transportation
y8213l102,,Domestic Common Stock,Technology,3674,Semiconductors,Manufacturing,Semiconductors & Related Devices,,Electronic Equipment
03662q105,,Domestic Common Stock,Technology,7372,Software - Application,Services,Services-Prepackaged Software,,Business Services
g0551a103,,Domestic Common Stock,Technology,3663,Communication Equipment,Manufacturing,Radio & Tv Broadcasting & Communications Equipment,,Electronic Equipment
00244410,,Domestic Common Stock,Technology,3670,Electronic Components,Manufacturing,Electronic Components & Accessories,,Electronic Equipment
G6696410,,ADR Common Stock,Energy,1381,Oil & Gas Drilling,Mining,Drilling Oil & Gas Wells,,Petroleum and Natural Gas
M5136311,,Domestic Common Stock,Technology,3674,Semiconductors,Manufacturing,Semiconductors & Related Devices,,Electronic Equipment
U7260311,,Domestic Common Stock,Technology,7389,Software - Application,Services,Services-Business Services Nec,,Business Services
00154710,,Domestic Common Stock,Basic Materials,3312,Steel,Manufacturing,Steel Works Blast Furnaces & Rolling Mills (Coke Ovens),,Steel Works Etc
Y2688910,,Domestic Common Stock,Industrials,4412,Shipping & Ports,Transportation Communications Electric Gas And Sanitary Service,Deep Sea Foreign Transportation Of Freight,,Transportation
00253530,,Domestic Common Stock Primary Class,Industrials,7359,Rental & Leasing Services,Services,Services-Equipment Rental & Leasing Nec,,Business Services
G0551A10,,Domestic Common Stock,Technology,3663,Communication Equipment,Manufacturing,Radio & Tv Broadcasting & Communications Equipment,,Electronic Equipment
G1483810,,Domestic Common Stock,Technology,7372,Software - Infrastructure,Services,Services-Prepackaged Software,,Business Services
Y8213L10,,Domestic Common Stock,Technology,3674,Semiconductors,Manufacturing,Semiconductors & Related Devices,,Electronic Equipment
G9019D10,,Domestic Common Stock,Consumer Cyclical,4700,Leisure,Transportation Communications Electric Gas And Sanitary Service,Transportation Services,,Transportation
L5140P10,,Domestic Common Stock Primary Class,Communication Services,4899,Telecom Services,Transportation Communications Electric Gas And Sanitary Service,Communications Services Nec,,Communication
N9661711,,Domestic Common Stock Primary Class,Healthcare,3842,Medical Devices,Manufacturing,Orthopedic Prosthetic & Surgical Appliances & Supplies,,Medical Equipment
Y6435420,,ADR Common Stock,Energy,1381,Oil & Gas Drilling,Mining,Drilling Oil & Gas Wells,,Petroleum and Natural Gas
00509410,,Domestic Common Stock,Industrials,8742,Consulting Services,Services,Services-Management Consulting Services,,Business Services
M2361E120,,ADR Common Stock Warrant,Healthcare,3844,Diagnostics & Research,Manufacturing,X-Ray Apparatus & Tubes & Related Irradiation Apparatus,,Medical Equipment
g9019d104,,Domestic Common Stock,Consumer Cyclical,4700,Leisure,Transportation Communications Electric Gas And Sanitary Service,Transportation Services,,Transportation
038225108,,Domestic Common Stock,Industrials,3590,Specialty Industrial Machinery,Manufacturing,Misc Industrial & Commercial Machinery & Equipment,,Machinery
y7546a122,,ADR Common Stock Primary Class,Industrials,4412,Marine Shipping,Transportation Communications Electric Gas And Sanitary Service,Deep Sea Foreign Transportation Of Freight,,Transportation
Y75638208,,Domestic Preferred Stock,Industrials,4412,Marine Shipping,Transportation Communications Electric Gas And Sanitary Service,Deep Sea Foreign Transportation Of Freight,,
y62159101,,ADR Common Stock,Energy,4412,Oil & Gas Midstream,Transportation Communications Electric Gas And Sanitary Service,Deep Sea Foreign Transportation Of Freight,,Transportation
G7293H114,,ADR Preferred Stock,Financial Services,6311,Insurance - Life,Finance Insurance And Real Estate,Life Insurance,,Insurance
m15332121,,ADR Common Stock,Technology,7372,Software - Application,Services,Services-Prepackaged Software,,Business Services
m51363113,,Domestic Common Stock,Technology,3674,Semiconductors,Manufacturing,Semiconductors & Related Devices,,Electronic Equipment
g66964118,,ADR Common Stock,Energy,1381,Oil & Gas Drilling,Mining,Drilling Oil & Gas Wells,,Petroleum and Natural Gas
G9108L140,,ADR Preferred Stock,Energy,4412,Oil & Gas Midstream,Transportation Communications Electric Gas And Sanitary Service,Deep Sea Foreign Transportation Of Freight,,Transportation
001228303,,Domestic Preferred Stock,Real Estate,6798,REIT - Mortgage,Finance Insurance And Real Estate,Real Estate Investment Trusts,,Trading
5094107,,Domestic Common Stock,Industrials,8742,Consulting Services,Services,Services-Management Consulting Services,,Business Services
y7545w109,,ADR Common Stock,Energy,1381,Oil & Gas Drilling,Mining,Drilling Oil & Gas Wells,,Petroleum and Natural Gas
G6613p202,,ADR Common Stock,Energy,1381,Oil & Gas Drilling,Mining,Drilling Oil & Gas Wells,,Petroleum and Natural Gas
62941030,,Domestic Common Stock Primary Class,Healthcare,2834,Biotechnology,Manufacturing,Pharmaceutical Preparations,,Pharmaceutical Products
00739l101,,Domestic Common Stock,Healthcare,2834,Biotechnology,Manufacturing,Pharmaceutical Preparations,,Pharmaceutical Products
00213h105,,Domestic Common Stock,Industrials,3490,Metal Fabrication,Manufacturing,Miscellaneous Fabricated Metal Products,,Construction Materials
Y75638125,,Domestic Preferred Stock,Industrials,4412,Marine Shipping,Transportation Communications Electric Gas And Sanitary Service,Deep Sea Foreign Transportation Of Freight,,
m87245102,,ADR Common Stock,Healthcare,3845,Medical Devices,Manufacturing,Electromedical & Electrotherapeutic Apparatus,,Medical Equipment
y26889108,,Domestic Common Stock,Industrials,4412,Shipping & Ports,Transportation Communications Electric Gas And Sanitary Service,Deep Sea Foreign Transportation Of Freight,,Transportation
M4793C10,,ADR Common Stock,Real Estate,6500,Real Estate Services,Finance Insurance And Real Estate,Real Estate,,Real Estate
02255107,,ADR Common Stock,Technology,3674,Electronic Components,Manufacturing,Semiconductors & Related Devices,,Electronic Equipment
y62134104,,ADR Common Stock,Industrials,4412,Shipping & Ports,Transportation Communications Electric Gas And Sanitary Service,Deep Sea Foreign Transportation Of Freight,,Transportation
y7545W109,,ADR Common Stock,Energy,1381,Oil & Gas Drilling,Mining,Drilling Oil & Gas Wells,,Petroleum and Natural Gas
Y75638133,,Domestic Preferred Stock,Industrials,4412,Marine Shipping,Transportation Communications Electric Gas And Sanitary Service,Deep Sea Foreign Transportation Of Freight,,
y0436q158,,ADR Preferred Stock,Financial Services,4412,Asset Management,Transportation Communications Electric Gas And Sanitary Service,Deep Sea Foreign Transportation Of Freight,,Transportation
G7185A102,,ADR Common Stock,Healthcare,2834,Biotechnology,Manufacturing,Pharmaceutical Preparations,,Pharmaceutical Products
Y2069P507,,ADR Common Stock,Industrials,4412,Marine Shipping,Transportation Communications Electric Gas And Sanitary Service,Deep Sea Foreign Transportation Of Freight,,Transportation
Y2109Q705,,ADR Common Stock,Industrials,4412,Shipping & Ports,Transportation Communications Electric Gas And Sanitary Service,Deep Sea Foreign Transportation Of Freight,,Transportation
g93205113,,Domestic Common Stock,Energy,1381,Oil & Gas Drilling,Mining,Drilling Oil & Gas Wells,,Petroleum and Natural Gas
G8477B105,,ADR Common Stock Primary Class,Consumer Cyclical,5812,Restaurants,Retail Trade,Retail-Eating  Places,,Restaraunts Hotels Motels
G66964118,,ADR Common Stock,Energy,1381,Oil & Gas Drilling,Mining,Drilling Oil & Gas Wells,,Petroleum and Natural Gas
G80751103,,ADR Common Stock,Technology,3663,Software - Application,Manufacturing,Radio & Tv Broadcasting & Communications Equipment,,Electronic Equipment
Y7546A122,,ADR Common Stock Primary Class,Industrials,4412,Marine Shipping,Transportation Communications Electric Gas And Sanitary Service,Deep Sea Foreign Transportation Of Freight,,Transportation
G9019D104,,Domestic Common Stock,Consumer Cyclical,4700,Leisure,Transportation Communications Electric Gas And Sanitary Service,Transportation Services,,Transportation
M82183209,,ADR Common Stock,Healthcare,2834,Biotechnology,Manufacturing,Pharmaceutical Preparations,,Pharmaceutical Products
Y2109Q606,,ADR Common Stock,Industrials,4412,Shipping & Ports,Transportation Communications Electric Gas And Sanitary Service,Deep Sea Foreign Transportation Of Freight,,Transportation
69913R408,,ADR Common Stock Primary Class,Industrials,4412,Marine Shipping,Transportation Communications Electric Gas And Sanitary Service,Deep Sea Foreign Transportation Of Freight,,Transportation
m2361e203,,ADR Common Stock Primary Class,Healthcare,3844,Diagnostics & Research,Manufacturing,X-Ray Apparatus & Tubes & Related Irradiation Apparatus,,Medical Equipment
002444107,,Domestic Common Stock,Technology,3670,Electronic Components,Manufacturing,Electronic Components & Accessories,,Electronic Equipment
P94398107,,ADR Common Stock,Industrials,4412,Marine Shipping,Transportation Communications Electric Gas And Sanitary Service,Deep Sea Foreign Transportation Of Freight,,Transportation
M75253100,,ADR Common Stock,Technology,3823,Scientific & Technical Instruments,Manufacturing,Industrial Instruments For Measurement Display And Control,,Measuring and Control Equipment
Y7545W109,,ADR Common Stock,Energy,1381,Oil & Gas Drilling,Mining,Drilling Oil & Gas Wells,,Petroleum and Natural Gas
G93205113,,Domestic Common Stock,Energy,1381,Oil & Gas Drilling,Mining,Drilling Oil & Gas Wells,,Petroleum and Natural Gas
G6S01W108,,Domestic Common Stock,Energy,1381,Oil & Gas Drilling,Mining,Drilling Oil & Gas Wells,,Petroleum and Natural Gas
G0551A103,,Domestic Common Stock,Technology,3663,Communication Equipment,Manufacturing,Radio & Tv Broadcasting & Communications Equipment,,Electronic Equipment
y7546a106,,ADR Common Stock Primary Class,Industrials,4412,Marine Shipping,Transportation Communications Electric Gas And Sanitary Service,Deep Sea Foreign Transportation Of Freight,,Transportation
L5140P101,,Domestic Common Stock Primary Class,Communication Services,4899,Telecom Services,Transportation Communications Electric Gas And Sanitary Service,Communications Services Nec,,Communication
00439t206,,Domestic Common Stock,Consumer Cyclical,3714,Auto Parts,Manufacturing,Motor Vehicle Parts & Accessories,,Automobiles and Trucks
Y2069P101,,ADR Common Stock,Industrials,4412,Marine Shipping,Transportation Communications Electric Gas And Sanitary Service,Deep Sea Foreign Transportation Of Freight,,Transportation
G68588105,,ADR Common Stock Primary Class,Technology,7373,Software - Application,Services,Services-Computer Integrated Systems Design,,Computers
Y62159143,,ADR Common Stock,Energy,4412,Oil & Gas Midstream,Transportation Communications Electric Gas And Sanitary Service,Deep Sea Foreign Transportation Of Freight,,Transportation
G6865N103,,Domestic Common Stock,Industrials,6770,Shell Companies,Finance Insurance And Real Estate,Blank Checks,,Trading
Y7546A106,,ADR Common Stock Primary Class,Industrials,4412,Marine Shipping,Transportation Communications Electric Gas And Sanitary Service,Deep Sea Foreign Transportation Of Freight,,Transportation
G6613P202,,ADR Common Stock,Energy,1381,Oil & Gas Drilling,Mining,Drilling Oil & Gas Wells,,Petroleum and Natural Gas
Y62159127,,ADR Common Stock,Energy,4412,Oil & Gas Midstream,Transportation Communications Electric Gas And Sanitary Service,Deep Sea Foreign Transportation Of Freight,,Transportation
Y2069P143,,ADR Common Stock,Industrials,4412,Marine Shipping,Transportation Communications Electric Gas And Sanitary Service,Deep Sea Foreign Transportation Of Freight,,Transportation
Y2109Q200,,ADR Common Stock,Industrials,4412,Shipping & Ports,Transportation Communications Electric Gas And Sanitary Service,Deep Sea Foreign Transportation Of Freight,,Transportation
Y2109Q309,,ADR Common Stock,Industrials,4412,Shipping & Ports,Transportation Communications Electric Gas And Sanitary Service,Deep Sea Foreign Transportation Of Freight,,Transportation
Y7546A130,,ADR Common Stock Primary Class,Industrials,4412,Marine Shipping,Transportation Communications Electric Gas And Sanitary Service,Deep Sea Foreign Transportation Of Freight,,Transportation
Y2109Q408,,ADR Common Stock,Industrials,4412,Shipping & Ports,Transportation Communications Electric Gas And Sanitary Service,Deep Sea Foreign Transportation Of Freight,,Transportation
00739L200,,Domestic Common Stock,Healthcare,2834,Biotechnology,Manufacturing,Pharmaceutical Preparations,,Pharmaceutical Products
Y2109Q143,,ADR Common Stock,Industrials,4412,Shipping & Ports,Transportation Communications Electric Gas And Sanitary Service,Deep Sea Foreign Transportation Of Freight,,Transportation
020002606,,Domestic Preferred Stock,Financial Services,6331,Insurance - Property & Casualty,Finance Insurance And Real Estate,Fire Marine & Casualty Insurance,,Insurance
032359507,,Domestic Preferred Stock,Financial Services,6331,Insurance - Property & Casualty,Finance Insurance And Real Estate,Fire Marine & Casualty Insurance,,Insurance
16115Q30,,Domestic Common Stock Primary Class,Industrials,3443,Specialty Industrial Machinery,Manufacturing,Fabricated Plate Work (Boiler Shops),,Fabricated Products
G35569105,,Domestic Common Stock,Technology,7372,Software - Application,Services,Services-Prepackaged Software,,Business Services
00973E409,,Domestic Common Stock,Healthcare,2835,Biotechnology,Manufacturing,In Vitro & In Vivo Diagnostic Substances,,Pharmaceutical Products
00817Y108,,Domestic Common Stock,Healthcare,6324,Healthcare Plans,Finance Insurance And Real Estate,Hospital & Medical Service Plans,,Insurance
009728106,,Domestic Common Stock,Healthcare,2834,Drug Manufacturers - Specialty & Generic,Manufacturing,Pharmaceutical Preparations,,Pharmaceutical Products
02052T109,,Domestic Common Stock,Energy,2911,Oil & Gas Refining & Marketing,Manufacturing,Petroleum Refining,,Petroleum and Natural Gas
035290105,,Domestic Common Stock,Industrials,5063,Industrial Distribution,Wholesale Trade,Wholesale-Electrical Apparatus & Equipment Wiring Supplies,,Wholesale
014339105,,Domestic Common Stock,Healthcare,2834,Biotechnology,Manufacturing,Pharmaceutical Preparations,,Pharmaceutical Products
00762W107,,Domestic Common Stock,Healthcare,8741,Health Information Services,Services,Services-Management Services,,Business Services
020520102,,Domestic Common Stock,Energy,2911,Oil & Gas Refining & Marketing,Manufacturing,Petroleum Refining,,Petroleum and Natural Gas
03674U201,,Domestic Common Stock,Healthcare,2834,Biotechnology,Manufacturing,Pharmaceutical Preparations,,Pharmaceutical Products
03232P405,,Domestic Common Stock Primary Class,Healthcare,8011,Medical Care Facilities,Services,Services-Offices & Clinics Of Doctors Of Medicine,,Healthcare
00770F104,,Domestic Common Stock,Industrials,1623,Engineering & Construction,Construction,Water Sewer Pipeline Comm & Power Line Construction,,Construction
03232P504,,Domestic Preferred Stock,Healthcare,8011,Medical Care Facilities,Services,Services-Offices & Clinics Of Doctors Of Medicine,,Healthcare
018680306,,Domestic Common Stock,Technology,3674,Semiconductors,Manufacturing,Semiconductors & Related Devices,,Electronic Equipment
029429107,,Domestic Common Stock,Healthcare,3844,Medical Devices,Manufacturing,X-Ray Apparatus & Tubes & Related Irradiation Apparatus,,Medical Equipment
01861G100,,Domestic Common Stock,Basic Materials,1221,Thermal Coal,Mining,Bituminous Coal & Lignite Surface Mining,,Coal
02752P100,,Domestic Common Stock,Energy,4922,Oil & Gas Midstream,Transportation Communications Electric Gas And Sanitary Service,Natural Gas Transmission,,Utilities
M9068E105,,ADR Common Stock,Consumer Cyclical,3630,Furnishings Fixtures & Appliances,Manufacturing,Household Appliances,,Consumer Goods
009411109,,ADR Common Stock,Communication Services,7311,Advertising Agencies,Services,Services-Advertising Agencies,,Business Services
00790T100,,ADR Common Stock,Healthcare,2834,Biotechnology,Manufacturing,Pharmaceutical Preparations,,Pharmaceutical Products
00973E102,,Domestic Common Stock,Healthcare,2835,Biotechnology,Manufacturing,In Vitro & In Vivo Diagnostic Substances,,Pharmaceutical Products
023435209,,Domestic Common Stock,Healthcare,3841,Medical Devices,Manufacturing,Surgical & Medical Instruments & Apparatus,,Medical Equipment
00856G117,,Domestic Common Stock Warrant,Consumer Defensive,2870,Farm Products,Manufacturing,Agricultural Chemicals,,Chemicals
02589Y100,,Domestic Common Stock,Real Estate,6798,REIT - Mortgage,Finance Insurance And Real Estate,Real Estate Investment Trusts,,Trading
20002879,,Domestic Preferred Stock,Financial Services,6331,Insurance - Property & Casualty,Finance Insurance And Real Estate,Fire Marine & Casualty Insurance,,Insurance
35710805,,Domestic Preferred Stock,Real Estate,6798,REIT - Mortgage,Finance Insurance And Real Estate,Real Estate Investment Trusts,,Trading
020002879,,Domestic Preferred Stock,Financial Services,6331,Insurance - Property & Casualty,Finance Insurance And Real Estate,Fire Marine & Casualty Insurance,,Insurance
032359887,,Domestic Preferred Stock,Financial Services,6331,Insurance - Property & Casualty,Finance Insurance And Real Estate,Fire Marine & Casualty Insurance,,Insurance
015271703,,Domestic Preferred Stock,Real Estate,6798,REIT - Office,Finance Insurance And Real Estate,Real Estate Investment Trusts,,Trading
032359705,,Domestic Preferred Stock,Financial Services,6331,Insurance - Property & Casualty,Finance Insurance And Real Estate,Fire Marine & Casualty Insurance,,Insurance
20520102,,Domestic Common Stock,Energy,2911,Oil & Gas Refining & Marketing,Manufacturing,Petroleum Refining,,Petroleum and Natural Gas
